#__assets,parent_id,['ASC'],False
#__finder_types,PK_#__finder_types_id,"['nvarchar(100)', 'NOT NULL', 'CONSTRAINT', 'PRIMARY', 'KEY', 'CLUSTERED\n(\n  ""id"" ASC\n)', 'WITH', '(PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, IGNORE_DUP_KEY = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON)', 'ON']",False
#__finder_types,[PRIMARY],"['CONSTRAINT', 'UNIQUE', 'NONCLUSTERED\n(\n  ""title"" ASC\n)', 'WITH', '(PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, IGNORE_DUP_KEY = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON)', 'ON']",False
#__languages,access,[],False
#__menu,img,['ASC'],False
#__menu_types,id,"['bigint', 'IDENTITY(1,1)', 'NOT NULL']",True
#__menu_types,asset_id,"['bigint', 'NOT NULL', 'DEFAULT', '0']",True
#__menu_types,menutype,"['nvarchar(24)', 'NOT NULL']",False
#__menu_types,title,"['nvarchar(48)', 'NOT NULL']",False
#__menu_types,description,"['nvarchar(255)', 'NOT NULL', 'DEFAULT', ""''""]",False
#__menu_types,PK_#__menu_types_id,"['tinyint', 'NOT NULL', 'DEFAULT', '0', 'CONSTRAINT', 'PRIMARY', 'KEY', 'CLUSTERED\n(\n  ""id"" ASC\n)', 'WITH', '(PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, IGNORE_DUP_KEY = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON)', 'ON']",True
#__menu_types,[PRIMARY],"['CONSTRAINT', 'UNIQUE', 'NONCLUSTERED\n(\n  ""menutype"" ASC\n)', 'WITH', '(PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, IGNORE_DUP_KEY = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON)', 'ON']",False
#__messages,user_id_to,['ASC'],False
#__messages,state,['ASC'],False
#__messages_cfg,user_id,"['bigint', 'NOT NULL', 'DEFAULT', '0']",True
#__messages_cfg,cfg_name,"['nvarchar(100)', 'NOT NULL', 'DEFAULT', ""''""]",False
#__messages_cfg,[PRIMARY],"['nvarchar(255)', 'NOT NULL', 'DEFAULT', ""''""]",False
#__modules,published,['ASC'],False
#__modules,access,['ASC'],False
#__modules_menu,moduleid,"['int', 'NOT NULL', 'DEFAULT', '0']",True
#__modules_menu,[PRIMARY],"['int', 'NOT NULL', 'DEFAULT', '0']",True
#__newsfeeds,xreference,['ASC'],False
#__overrider,id,"['int', 'IDENTITY(1,1)', 'NOT NULL']",True
#__overrider,constant,"['nvarchar(255)', 'NOT NULL']",False
#__overrider,string,"['nvarchar(max)', 'NOT NULL']",False
#__overrider,[PRIMARY],"['nvarchar(255)', 'NOT NULL']",False
#__postinstall_messages,postinstall_message_id,"['bigint', 'IDENTITY(1,1)', 'NOT NULL']",True
#__postinstall_messages,extension_id,"['bigint', 'NOT NULL', 'DEFAULT', ""'700'""]",True
#__postinstall_messages,title_key,"['nvarchar(255)', 'NOT NULL', 'DEFAULT', ""''""]",False
#__postinstall_messages,description_key,"['nvarchar(255)', 'NOT NULL', 'DEFAULT', ""''""]",False
#__postinstall_messages,action_key,"['nvarchar(255)', 'NOT NULL', 'DEFAULT', ""''""]",False
#__postinstall_messages,language_extension,"['nvarchar(255)', 'NOT NULL', 'DEFAULT', ""'com_postinstall'""]",False
#__postinstall_messages,language_client_id,"['int', 'NOT NULL', 'DEFAULT', '1']",True
#__postinstall_messages,type,"['nvarchar(10)', 'NOT NULL', 'DEFAULT', ""'link'""]",False
#__postinstall_messages,action_file,"['nvarchar(255)', 'DEFAULT', ""''""]",False
#__postinstall_messages,action,"['nvarchar(255)', 'DEFAULT', ""''""]",False
#__postinstall_messages,condition_file,"['nvarchar(255)', 'DEFAULT', 'NULL']",False
#__postinstall_messages,condition_method,"['nvarchar(255)', 'DEFAULT', 'NULL']",False
#__postinstall_messages,version_introduced,"['nvarchar(50)', 'NOT NULL', 'DEFAULT', ""'3.2.0'""]",False
#__postinstall_messages,[PRIMARY],"['int', 'NOT NULL', 'DEFAULT', '1']",True
#__redirect_links,modified_date,['ASC'],False
#__schemas,extension_id,"['int', 'NOT NULL']",True
#__schemas,[PRIMARY],"['nvarchar(20)', 'NOT NULL']",False
#__session,userid,['ASC'],False
#__tags,language,['ASC'],False
#__template_styles,template,['ASC'],False
#__ucm_base,ucm_language_id,['ASC'],False
#__ucm_content,core_type_id,['ASC'],False
#__ucm_history,save_date,['ASC'],False
#__updates,update_id,"['int', 'IDENTITY(1,1)', 'NOT NULL']",True
#__updates,update_site_id,"['int', 'DEFAULT', '0']",True
#__updates,extension_id,"['int', 'DEFAULT', '0']",True
#__updates,name,"['nvarchar(100)', 'DEFAULT', ""''""]",False
#__updates,description,"['nvarchar(max)', 'NOT NULL']",False
#__updates,element,"['nvarchar(100)', 'DEFAULT', ""''""]",False
#__updates,type,"['nvarchar(20)', 'DEFAULT', ""''""]",False
#__updates,folder,"['nvarchar(20)', 'DEFAULT', ""''""]",False
#__updates,client_id,"['smallint', 'DEFAULT', '0']",True
#__updates,version,"['nvarchar(32)', 'DEFAULT', ""''""]",False
#__updates,data,"['nvarchar(max)', 'NOT NULL']",False
#__updates,detailsurl,"['nvarchar(max)', 'NOT NULL']",False
#__updates,infourl,"['nvarchar(max)', 'NOT NULL']",False
#__updates,[PRIMARY],"['nvarchar(1000)', 'NULL', 'DEFAULT', ""''""]",False
#__update_sites,update_site_id,"['int', 'IDENTITY(1,1)', 'NOT NULL']",True
#__update_sites,name,"['nvarchar(100)', 'NULL', 'DEFAULT', ""''""]",False
#__update_sites,type,"['nvarchar(20)', 'NULL', 'DEFAULT', ""''""]",False
#__update_sites,location,"['nvarchar(max)', 'NOT NULL']",False
#__update_sites,enabled,"['int', 'NULL', 'DEFAULT', '0']",True
#__update_sites,last_check_timestamp,"['int', 'NULL', 'DEFAULT', '0']",True
#__update_sites,[PRIMARY],"['nvarchar(1000)', 'NULL', 'DEFAULT', ""''""]",False
#__update_sites_extensions,update_site_id,"['int', 'NOT NULL', 'DEFAULT', '0']",True
#__update_sites_extensions,[PRIMARY],"['int', 'NOT NULL', 'DEFAULT', '0']",True
#__usergroups,lft,['ASC'],False
#__usergroups,rgt,['ASC'],False
#__users,username,['ASC'],False
#__user_keys,user_id,['ASC'],False
#__user_notes,user_id,['ASC'],False
#__user_profiles,user_id,"['int', 'NOT NULL']",True
#__user_profiles,profile_key,"['nvarchar(100)', 'NOT NULL']",False
#__user_profiles,profile_value,"['nvarchar(max)', 'NOT NULL']",False
#__user_profiles,[PRIMARY],"['int', 'NOT NULL', 'DEFAULT', '0']",True
#__user_usergroup_map,user_id,"['bigint', 'NOT NULL', 'DEFAULT', '0']",True
#__user_usergroup_map,[PRIMARY],"['bigint', 'NOT NULL', 'DEFAULT', '0']",True
#__viewlevels,id,"['bigint', 'IDENTITY(1,1)', 'NOT NULL']",True
#__viewlevels,title,"['nvarchar(100)', 'NOT NULL', 'DEFAULT', ""''""]",False
#__viewlevels,ordering,"['int', 'NOT NULL', 'DEFAULT', '0']",True
#__viewlevels,PK_#__viewlevels_id,"['nvarchar(max)', 'NOT NULL', 'CONSTRAINT', 'PRIMARY', 'KEY', 'CLUSTERED\n(\n  ""id"" ASC\n)', 'WITH', '(PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, IGNORE_DUP_KEY = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON)', 'ON']",False
#__viewlevels,[PRIMARY],"['CONSTRAINT', 'UNIQUE', 'NONCLUSTERED\n(\n  ""title"" ASC\n)', 'WITH', '(PAD_INDEX = OFF, STATISTICS_NORECOMPUTE = OFF, IGNORE_DUP_KEY = OFF, ALLOW_ROW_LOCKS = ON, ALLOW_PAGE_LOCKS = ON)', 'ON']",False
